week_start,flight_date,flight_number,origin,destination,route,customer,agreed_tonnage_kg,booked_tonnage_kg,shortfall_kg,base_rate_per_kg,booked_revenue_myr,shortfall_fee_myr,express_surcharge_myr,is_express,total_revenue_myr,status,utilisation_pct
2025-01-20,2025-01-23,AK425,KCH,SIN,KCH-SIN,GDex,2223.4,2054.3,169.1,7.64,15694.85,258.38,0.0,False,15694.85,At Risk,92.4
2025-01-27,2025-01-30,AK965,KUL,SIN,KUL-SIN,Pos Laju,4844.1,3743.7,1100.4,4.49,16809.21,988.16,2521.38,True,19330.59,Shortfall,77.3
2025-01-27,2025-01-30,AK247,KUL,SIN,KUL-SIN,DHL Malaysia,948.7,1100.4,0.0,7.96,8759.18,0.0,1313.88,True,10073.06,On Track,116.0
2025-01-27,2025-01-29,AK900,KUL,SIN,KUL-SIN,FedEx Malaysia,4419.2,4203.0,216.2,8.32,34968.96,359.76,5245.34,True,40214.3,At Risk,95.1
2025-01-27,2025-01-29,AK972,KUL,SIN,KUL-SIN,Shopee Logistics,2023.5,1419.1,604.4,6.66,9451.21,805.06,0.0,False,9451.21,Shortfall,70.1
2025-01-27,2025-01-30,AK424,KUL,SIN,KUL-SIN,Lazada Express,4335.5,4242.2,93.3,7.66,32495.25,142.94,0.0,False,32495.25,At Risk,97.8
2025-01-27,2025-01-29,AK746,KUL,SIN,KUL-SIN,J&T Express,4425.7,3247.6,1178.1,2.72,8833.47,640.89,1325.02,True,10158.49,Shortfall,73.4
2025-01-27,2025-01-29,AK810,KUL,BKK,KUL-BKK,Lazada Express,3351.9,3345.4,6.5,7.74,25893.4,10.06,0.0,False,25893.4,At Risk,99.8
2025-01-27,2025-01-29,AK400,KUL,BKK,KUL-BKK,Pos Laju,4565.4,4811.0,0.0,2.78,13374.58,0.0,0.0,False,13374.58,On Track,105.4
2025-01-27,2025-01-28,AK679,KUL,BKK,KUL-BKK,SF Express,2186.8,1655.2,531.6,3.37,5578.02,358.3,0.0,False,5578.02,Shortfall,75.7
2025-01-27,2025-01-28,AK734,KUL,BKK,KUL-BKK,Kerry Logistics,1264.9,1295.9,0.0,2.97,3848.82,0.0,0.0,False,3848.82,On Track,102.5
2025-01-27,2025-01-29,AK576,KUL,CGK,KUL-CGK,SF Express,2568.1,2418.9,149.2,6.5,15722.85,193.96,0.0,False,15722.85,At Risk,94.2
2025-01-27,2025-01-31,AK453,KUL,CGK,KUL-CGK,DHL Malaysia,3549.2,3560.9,0.0,3.45,12285.11,0.0,0.0,False,12285.11,On Track,100.3
2025-01-27,2025-01-29,AK567,KUL,CGK,KUL-CGK,Ninja Van,1846.2,2149.9,0.0,8.27,17779.67,0.0,0.0,False,17779.67,On Track,116.5
2025-01-27,2025-01-30,AK342,KUL,CGK,KUL-CGK,FedEx Malaysia,1396.5,1177.5,219.0,4.81,5663.77,210.68,0.0,False,5663.77,Shortfall,84.3
2025-01-27,2025-01-27,AK402,KUL,CGK,KUL-CGK,GDex,3073.7,2357.3,716.4,5.95,14025.94,852.52,0.0,False,14025.94,Shortfall,76.7
2025-01-27,2025-01-27,AK679,KUL,CGK,KUL-CGK,Kerry Logistics,4900.8,3658.8,1242.0,6.45,23599.26,1602.18,0.0,False,23599.26,Shortfall,74.7
2025-01-27,2025-01-28,AK775,KUL,MNL,KUL-MNL,FedEx Malaysia,3294.0,2495.6,798.4,6.57,16396.09,1049.1,0.0,False,16396.09,Shortfall,75.8
2025-01-27,2025-01-30,AK416,KUL,MNL,KUL-MNL,J&T Express,3327.1,2889.4,437.7,7.92,22884.05,693.32,0.0,False,22884.05,At Risk,86.8
2025-01-27,2025-01-29,AK402,KUL,MNL,KUL-MNL,Ninja Van,650.1,605.4,44.7,4.69,2839.33,41.93,425.9,True,3265.23,At Risk,93.1
2025-01-27,2025-01-29,AK652,KUL,MNL,KUL-MNL,Kerry Logistics,3863.7,3560.4,303.3,3.55,12639.42,215.34,1895.91,True,14535.33,At Risk,92.2
2025-01-27,2025-01-30,AK363,KUL,MNL,KUL-MNL,DHL Malaysia,2888.8,2900.6,0.0,7.98,23146.79,0.0,0.0,False,23146.79,On Track,100.4
2025-01-27,2025-01-27,AK923,KUL,MNL,KUL-MNL,Lazada Express,4853.2,4280.3,572.9,4.27,18276.88,489.26,0.0,False,18276.88,At Risk,88.2
2025-01-27,2025-01-30,AK331,KUL,MNL,KUL-MNL,Pos Laju,2607.5,2863.1,0.0,2.95,8446.15,0.0,0.0,False,8446.15,On Track,109.8
2025-01-27,2025-01-30,AK698,KUL,SGN,KUL-SGN,GDex,2546.5,2139.8,406.7,6.54,13994.29,531.96,0.0,False,13994.29,Shortfall,84.0
2025-01-27,2025-01-30,AK339,KUL,SGN,KUL-SGN,Lazada Express,4200.9,5041.1,0.0,8.14,41034.55,0.0,6155.18,True,47189.73,On Track,120.0
2025-01-27,2025-01-28,AK724,KUL,SGN,KUL-SGN,Pos Laju,612.6,596.6,16.0,7.81,4659.45,24.99,0.0,False,4659.45,At Risk,97.4
2025-01-27,2025-01-29,AK817,KUL,SGN,KUL-SGN,Shopee Logistics,3414.4,2565.7,848.7,6.31,16189.57,1071.06,0.0,False,16189.57,Shortfall,75.1
2025-01-27,2025-01-29,AK138,KUL,SGN,KUL-SGN,DHL Malaysia,3421.6,2461.4,960.2,3.2,7876.48,614.53,1181.47,True,9057.95,Shortfall,71.9
2025-01-27,2025-01-28,AK650,KUL,SGN,KUL-SGN,J&T Express,4981.7,4744.4,237.3,3.2,15182.08,151.87,2277.31,True,17459.39,At Risk,95.2
2025-01-27,2025-01-31,AK813,KUL,SGN,KUL-SGN,FedEx Malaysia,2248.9,1903.7,345.2,4.73,9004.5,326.56,0.0,False,9004.5,Shortfall,84.7
2025-01-27,2025-01-29,AK806,KUL,PEN,KUL-PEN,SF Express,3270.4,3228.2,42.2,8.13,26245.27,68.62,0.0,False,26245.27,At Risk,98.7
2025-01-27,2025-01-27,AK471,KUL,PEN,KUL-PEN,DHL Malaysia,1477.7,1405.3,72.4,5.17,7265.4,74.86,1089.81,True,8355.21,At Risk,95.1
2025-01-27,2025-01-29,AK760,KUL,PEN,KUL-PEN,Pos Laju,4914.2,4270.8,643.4,4.7,20072.76,604.8,0.0,False,20072.76,At Risk,86.9
2025-01-27,2025-01-30,AK968,KUL,PEN,KUL-PEN,GDex,772.5,581.7,190.8,4.16,2419.87,158.75,0.0,False,2419.87,Shortfall,75.3
2025-01-27,2025-01-27,AK121,KUL,PEN,KUL-PEN,Shopee Logistics,912.5,595.7,316.8,3.77,2245.79,238.87,0.0,False,2245.79,Shortfall,65.3
2025-01-27,2025-01-28,AK678,KUL,PEN,KUL-PEN,Ninja Van,4040.6,3285.1,755.5,3.96,13009.0,598.36,1951.35,True,14960.35,Shortfall,81.3
2025-01-27,2025-01-31,AK907,KUL,BKI,KUL-BKI,Kerry Logistics,4158.7,4193.9,0.0,3.9,16356.21,0.0,0.0,False,16356.21,On Track,100.8
2025-01-27,2025-01-31,AK233,KUL,BKI,KUL-BKI,Ninja Van,512.8,467.7,45.1,7.65,3577.91,69.0,536.69,True,4114.6,At Risk,91.2
2025-01-27,2025-01-28,AK126,KUL,BKI,KUL-BKI,SF Express,1627.9,1128.4,499.5,3.55,4005.82,354.64,0.0,False,4005.82,Shortfall,69.3
2025-01-27,2025-01-31,AK531,KUL,KCH,KUL-KCH,GDex,571.0,517.3,53.7,4.09,2115.76,43.93,317.36,True,2433.12,At Risk,90.6
2025-01-27,2025-01-31,AK470,KUL,KCH,KUL-KCH,Ninja Van,1011.4,948.5,62.9,2.88,2731.68,36.23,0.0,False,2731.68,At Risk,93.8
2025-01-27,2025-01-27,AK729,KUL,KCH,KUL-KCH,SF Express,3171.5,2370.4,801.1,5.21,12349.78,834.75,1852.47,True,14202.25,Shortfall,74.7
2025-01-27,2025-01-27,AK175,PEN,SIN,PEN-SIN,J&T Express,3587.4,3239.6,347.8,5.44,17623.42,378.41,0.0,False,17623.42,At Risk,90.3
2025-01-27,2025-01-31,AK739,PEN,SIN,PEN-SIN,FedEx Malaysia,1949.5,1732.6,216.9,3.39,5873.51,147.06,881.03,True,6754.54,At Risk,88.9
2025-01-27,2025-01-29,AK643,PEN,SIN,PEN-SIN,Shopee Logistics,2967.6,2102.7,864.9,4.45,9357.01,769.76,0.0,False,9357.01,Shortfall,70.9
2025-01-27,2025-01-27,AK818,PEN,SIN,PEN-SIN,Kerry Logistics,2541.7,2373.1,168.6,6.13,14547.1,206.7,2182.07,True,16729.17,At Risk,93.4
2025-01-27,2025-01-28,AK838,PEN,SIN,PEN-SIN,Ninja Van,4337.6,4182.0,155.6,6.41,26806.62,199.48,0.0,False,26806.62,At Risk,96.4
2025-01-27,2025-01-30,AK947,PEN,SIN,PEN-SIN,GDex,2435.3,2538.7,0.0,7.83,19878.02,0.0,0.0,False,19878.02,On Track,104.2
2025-01-27,2025-01-29,AK420,PEN,SIN,PEN-SIN,SF Express,2294.3,2381.6,0.0,6.88,16385.41,0.0,0.0,False,16385.41,On Track,103.8
2025-01-27,2025-01-28,AK931,KCH,SIN,KCH-SIN,DHL Malaysia,919.5,619.1,300.4,3.08,1906.83,185.05,0.0,False,1906.83,Shortfall,67.3
2025-01-27,2025-01-27,AK437,KCH,SIN,KCH-SIN,FedEx Malaysia,3003.7,2220.7,783.0,6.02,13368.61,942.73,0.0,False,13368.61,Shortfall,73.9
2025-01-27,2025-01-27,AK533,KCH,SIN,KCH-SIN,Lazada Express,2348.6,2248.2,100.4,7.74,17401.07,155.42,0.0,False,17401.07,At Risk,95.7
2025-01-27,2025-01-31,AK691,KCH,SIN,KCH-SIN,Shopee Logistics,4857.8,4649.2,208.6,6.1,28360.12,254.49,0.0,False,28360.12,At Risk,95.7
2025-01-27,2025-01-29,AK210,KCH,SIN,KCH-SIN,Pos Laju,1457.3,1395.0,62.3,6.44,8983.8,80.24,1347.57,True,10331.37,At Risk,95.7
2025-02-03,2025-02-04,AK129,KUL,SIN,KUL-SIN,GDex,3240.5,3888.6,0.0,6.45,25081.47,0.0,0.0,False,25081.47,On Track,120.0
2025-02-03,2025-02-03,AK459,KUL,SIN,KUL-SIN,Lazada Express,1729.7,1670.3,59.4,7.07,11809.02,83.99,0.0,False,11809.02,At Risk,96.6
2025-02-03,2025-02-04,AK171,KUL,SIN,KUL-SIN,J&T Express,1316.3,1382.6,0.0,3.36,4645.54,0.0,0.0,False,4645.54,On Track,105.0
2025-02-03,2025-02-04,AK643,KUL,SIN,KUL-SIN,FedEx Malaysia,3834.4,3923.0,0.0,8.33,32678.59,0.0,4901.79,True,37580.38,On Track,102.3
2025-02-03,2025-02-05,AK419,KUL,SIN,KUL-SIN,Kerry Logistics,2192.9,2144.0,48.9,5.22,11191.68,51.05,1678.75,True,12870.43,At Risk,97.8
2025-02-03,2025-02-04,AK153,KUL,SIN,KUL-SIN,Ninja Van,3995.8,3327.3,668.5,5.91,19664.34,790.17,2949.65,True,22613.99,Shortfall,83.3
2025-02-03,2025-02-06,AK378,KUL,SIN,KUL-SIN,Shopee Logistics,1208.3,1200.9,7.4,6.21,7457.59,9.19,0.0,False,7457.59,At Risk,99.4
2025-02-03,2025-02-07,AK794,KUL,BKK,KUL-BKK,FedEx Malaysia,1012.2,773.4,238.8,5.08,3928.87,242.62,0.0,False,3928.87,Shortfall,76.4
2025-02-03,2025-02-07,AK504,KUL,BKK,KUL-BKK,SF Express,2689.8,2271.5,418.3,6.5,14764.75,543.79,2214.71,True,16979.46,Shortfall,84.4
2025-02-03,2025-02-04,AK885,KUL,BKK,KUL-BKK,Pos Laju,746.5,602.6,143.9,3.73,2247.7,107.35,0.0,False,2247.7,Shortfall,80.7
2025-02-03,2025-02-06,AK609,KUL,BKK,KUL-BKK,DHL Malaysia,3938.7,3514.4,424.3,4.24,14901.06,359.81,2235.16,True,17136.22,At Risk,89.2
2025-02-03,2025-02-07,AK612,KUL,BKK,KUL-BKK,Lazada Express,1290.6,1548.7,0.0,4.78,7402.79,0.0,0.0,False,7402.79,On Track,120.0
2025-02-03,2025-02-03,AK982,KUL,BKK,KUL-BKK,J&T Express,4250.1,2549.7,1700.4,7.34,18714.8,2496.19,2807.22,True,21522.02,Shortfall,60.0
2025-02-03,2025-02-03,AK396,KUL,CGK,KUL-CGK,Shopee Logistics,2431.8,2390.3,41.5,4.93,11784.18,40.92,0.0,False,11784.18,At Risk,98.3
2025-02-03,2025-02-06,AK732,KUL,CGK,KUL-CGK,FedEx Malaysia,2322.6,1482.0,840.6,8.3,12300.6,1395.4,1845.09,True,14145.69,Shortfall,63.8
2025-02-03,2025-02-03,AK964,KUL,CGK,KUL-CGK,Lazada Express,4244.1,3434.4,809.7,8.02,27543.89,1298.76,4131.58,True,31675.47,Shortfall,80.9
2025-02-03,2025-02-05,AK505,KUL,CGK,KUL-CGK,Pos Laju,1594.9,1664.0,0.0,6.03,10033.92,0.0,0.0,False,10033.92,On Track,104.3
2025-02-03,2025-02-07,AK178,KUL,CGK,KUL-CGK,DHL Malaysia,3856.1,3430.5,425.6,3.83,13138.82,326.01,0.0,False,13138.82,At Risk,89.0
2025-02-03,2025-02-05,AK894,KUL,CGK,KUL-CGK,J&T Express,3349.5,2406.1,943.4,5.68,13666.65,1071.7,2050.0,True,15716.65,Shortfall,71.8
2025-02-03,2025-02-03,AK771,KUL,MNL,KUL-MNL,DHL Malaysia,1387.7,1072.3,315.4,6.11,6551.75,385.42,0.0,False,6551.75,Shortfall,77.3
2025-02-03,2025-02-07,AK872,KUL,MNL,KUL-MNL,Ninja Van,1297.2,1273.8,23.4,7.14,9094.93,33.42,0.0,False,9094.93,At Risk,98.2
2025-02-03,2025-02-07,AK678,KUL,MNL,KUL-MNL,Lazada Express,3919.4,3019.7,899.7,5.19,15672.24,933.89,0.0,False,15672.24,Shortfall,77.0
2025-02-03,2025-02-03,AK550,KUL,MNL,KUL-MNL,FedEx Malaysia,1954.4,1783.3,171.1,8.33,14854.89,285.05,0.0,False,14854.89,At Risk,91.2
2025-02-03,2025-02-03,AK705,KUL,MNL,KUL-MNL,SF Express,2610.1,2314.7,295.4,6.29,14559.46,371.61,0.0,False,14559.46,At Risk,88.7
2025-02-03,2025-02-03,AK760,KUL,SGN,KUL-SGN,Kerry Logistics,669.2,523.5,145.7,4.71,2465.68,137.25,0.0,False,2465.68,Shortfall,78.2
2025-02-03,2025-02-03,AK667,KUL,SGN,KUL-SGN,Lazada Express,3267.5,3921.0,0.0,5.54,21722.34,0.0,0.0,False,21722.34,On Track,120.0
2025-02-03,2025-02-07,AK429,KUL,SGN,KUL-SGN,J&T Express,2523.8,2460.9,62.9,7.36,18112.22,92.59,0.0,False,18112.22,At Risk,97.5
2025-02-03,2025-02-05,AK205,KUL,SGN,KUL-SGN,Ninja Van,2640.3,1521.4,1118.9,3.41,5187.97,763.09,778.2,True,5966.17,Shortfall,57.6
2025-02-03,2025-02-04,AK140,KUL,SGN,KUL-SGN,Pos Laju,4920.7,4467.8,452.9,3.01,13448.08,272.65,0.0,False,13448.08,At Risk,90.8
2025-02-03,2025-02-05,AK153,KUL,PEN,KUL-PEN,FedEx Malaysia,2243.4,1751.5,491.9,7.15,12523.23,703.42,0.0,False,12523.23,Shortfall,78.1
2025-02-03,2025-02-05,AK390,KUL,PEN,KUL-PEN,Kerry Logistics,796.6,802.9,0.0,3.07,2464.9,0.0,0.0,False,2464.9,On Track,100.8
2025-02-03,2025-02-04,AK994,KUL,PEN,KUL-PEN,DHL Malaysia,3756.8,2859.4,897.4,6.44,18414.54,1155.85,0.0,False,18414.54,Shortfall,76.1
2025-02-03,2025-02-05,AK458,KUL,PEN,KUL-PEN,SF Express,2000.1,1725.7,274.4,6.0,10354.2,329.28,1553.13,True,11907.33,At Risk,86.3
2025-02-03,2025-02-03,AK709,KUL,PEN,KUL-PEN,Pos Laju,4854.6,4639.8,214.8,6.69,31040.26,287.4,0.0,False,31040.26,At Risk,95.6
2025-02-03,2025-02-04,AK932,KUL,PEN,KUL-PEN,GDex,1893.1,1911.8,0.0,4.76,9100.17,0.0,0.0,False,9100.17,On Track,101.0
2025-02-03,2025-02-04,AK296,KUL,BKI,KUL-BKI,Lazada Express,4780.3,3346.0,1434.3,4.55,15224.3,1305.21,0.0,False,15224.3,Shortfall,70.0
2025-02-03,2025-02-03,AK907,KUL,BKI,KUL-BKI,Pos Laju,4999.9,4149.0,850.9,3.43,14231.07,583.72,0.0,False,14231.07,Shortfall,83.0
2025-02-03,2025-02-03,AK639,KUL,BKI,KUL-BKI,GDex,2784.6,2252.1,532.5,5.74,12927.05,611.31,0.0,False,12927.05,Shortfall,80.9
2025-02-03,2025-02-06,AK711,KUL,BKI,KUL-BKI,Shopee Logistics,3478.7,2720.3,758.4,7.76,21109.53,1177.04,0.0,False,21109.53,Shortfall,78.2
2025-02-03,2025-02-04,AK739,KUL,BKI,KUL-BKI,DHL Malaysia,1194.1,1367.0,0.0,3.59,4907.53,0.0,0.0,False,4907.53,On Track,114.5
2025-02-03,2025-02-04,AK836,KUL,BKI,KUL-BKI,FedEx Malaysia,3745.3,3523.4,221.9,2.76,9724.58,122.49,0.0,False,9724.58,At Risk,94.1
2025-02-03,2025-02-06,AK902,KUL,BKI,KUL-BKI,SF Express,4863.1,3359.8,1503.3,6.16,20696.37,1852.07,0.0,False,20696.37,Shortfall,69.1
2025-02-03,2025-02-07,AK794,KUL,KCH,KUL-KCH,Kerry Logistics,4029.7,4100.9,0.0,7.92,32479.13,0.0,4871.87,True,37351.0,On Track,101.8
2025-02-03,2025-02-07,AK491,KUL,KCH,KUL-KCH,Ninja Van,4930.0,5907.7,0.0,5.27,31133.58,0.0,0.0,False,31133.58,On Track,119.8
2025-02-03,2025-02-07,AK920,KUL,KCH,KUL-KCH,J&T Express,2873.6,2973.8,0.0,8.3,24682.54,0.0,0.0,False,24682.54,On Track,103.5
2025-02-03,2025-02-05,AK995,KUL,KCH,KUL-KCH,Pos Laju,1122.8,732.2,390.6,4.0,2928.8,312.48,0.0,False,2928.8,Shortfall,65.2
2025-02-03,2025-02-04,AK193,PEN,SIN,PEN-SIN,Lazada Express,2521.9,2036.1,485.8,5.58,11361.44,542.15,0.0,False,11361.44,Shortfall,80.7
2025-02-03,2025-02-03,AK524,PEN,SIN,PEN-SIN,Kerry Logistics,4175.2,4467.6,0.0,7.81,34891.96,0.0,0.0,False,34891.96,On Track,107.0
2025-02-03,2025-02-05,AK183,PEN,SIN,PEN-SIN,SF Express,2284.0,1767.5,516.5,4.74,8377.95,489.64,0.0,False,8377.95,Shortfall,77.4
2025-02-03,2025-02-05,AK831,PEN,SIN,PEN-SIN,DHL Malaysia,1510.4,1429.7,80.7,4.41,6304.98,71.18,945.75,True,7250.73,At Risk,94.7
2025-02-03,2025-02-06,AK949,PEN,SIN,PEN-SIN,Shopee Logistics,4061.2,4045.7,15.5,3.33,13472.18,10.32,0.0,False,13472.18,At Risk,99.6
2025-02-03,2025-02-07,AK559,PEN,SIN,PEN-SIN,FedEx Malaysia,3632.3,2691.4,940.9,3.33,8962.36,626.64,0.0,False,8962.36,Shortfall,74.1
2025-02-03,2025-02-04,AK955,PEN,SIN,PEN-SIN,Pos Laju,523.6,456.1,67.5,2.98,1359.18,40.23,0.0,False,1359.18,At Risk,87.1
2025-02-03,2025-02-06,AK737,KCH,SIN,KCH-SIN,SF Express,1048.3,419.3,629.0,3.93,1647.85,494.39,0.0,False,1647.85,Shortfall,40.0
2025-02-03,2025-02-03,AK648,KCH,SIN,KCH-SIN,Kerry Logistics,782.6,568.4,214.2,7.52,4274.37,322.16,0.0,False,4274.37,Shortfall,72.6
2025-02-03,2025-02-06,AK398,KCH,SIN,KCH-SIN,Pos Laju,3343.8,2815.9,527.9,5.95,16754.6,628.2,0.0,False,16754.6,Shortfall,84.2
2025-02-03,2025-02-03,AK291,KCH,SIN,KCH-SIN,Shopee Logistics,507.0,351.3,155.7,4.62,1623.01,143.87,0.0,False,1623.01,Shortfall,69.3
2025-02-03,2025-02-07,AK657,KCH,SIN,KCH-SIN,DHL Malaysia,2855.7,3212.3,0.0,4.66,14969.32,0.0,0.0,False,14969.32,On Track,112.5
2025-02-03,2025-02-06,AK994,KCH,SIN,KCH-SIN,Lazada Express,4038.9,2687.8,1351.1,5.55,14917.29,1499.72,2237.59,True,17154.88,Shortfall,66.5
2025-02-03,2025-02-03,AK865,KCH,SIN,KCH-SIN,GDex,695.9,566.5,129.4,4.82,2730.53,124.74,0.0,False,2730.53,Shortfall,81.4
2025-02-10,2025-02-11,AK440,KUL,SIN,KUL-SIN,Lazada Express,3327.2,2993.2,334.0,7.13,21341.52,476.28,0.0,False,21341.52,At Risk,90.0
2025-02-10,2025-02-13,AK279,KUL,SIN,KUL-SIN,GDex,699.5,766.8,0.0,5.78,4432.1,0.0,0.0,False,4432.1,On Track,109.6
2025-02-10,2025-02-10,AK238,KUL,SIN,KUL-SIN,Ninja Van,4913.7,3265.7,1648.0,5.37,17536.81,1769.95,2630.52,True,20167.33,Shortfall,66.5
2025-02-10,2025-02-10,AK306,KUL,SIN,KUL-SIN,Kerry Logistics,3722.2,3925.0,0.0,8.16,32028.0,0.0,4804.2,True,36832.2,On Track,105.4
2025-02-10,2025-02-14,AK417,KUL,SIN,KUL-SIN,Pos Laju,4060.0,3579.0,481.0,7.81,27951.99,751.32,0.0,False,27951.99,At Risk,88.2
2025-02-10,2025-02-12,AK771,KUL,BKK,KUL-BKK,Kerry Logistics,1787.5,1309.8,477.7,7.67,10046.17,732.79,1506.93,True,11553.1,Shortfall,73.3
2025-02-10,2025-02-13,AK509,KUL,BKK,KUL-BKK,FedEx Malaysia,1729.5,1641.8,87.7,7.3,11985.14,128.04,0.0,False,11985.14,At Risk,94.9
2025-02-10,2025-02-13,AK608,KUL,BKK,KUL-BKK,J&T Express,4525.9,4117.9,408.0,4.82,19848.28,393.31,0.0,False,19848.28,At Risk,91.0
2025-02-10,2025-02-13,AK184,KUL,BKK,KUL-BKK,Shopee Logistics,2153.1,1700.9,452.2,7.28,12382.55,658.4,0.0,False,12382.55,Shortfall,79.0
2025-02-10,2025-02-12,AK658,KUL,BKK,KUL-BKK,GDex,855.2,761.5,93.7,6.11,4652.77,114.5,0.0,False,4652.77,At Risk,89.0
2025-02-10,2025-02-13,AK413,KUL,BKK,KUL-BKK,Lazada Express,1945.5,1599.6,345.9,2.98,4766.81,206.16,0.0,False,4766.81,Shortfall,82.2
2025-02-10,2025-02-10,AK910,KUL,CGK,KUL-CGK,Pos Laju,3266.8,2930.4,336.4,5.11,14974.34,343.8,0.0,False,14974.34,At Risk,89.7
2025-02-10,2025-02-11,AK920,KUL,CGK,KUL-CGK,DHL Malaysia,837.7,820.4,17.3,6.33,5193.13,21.9,0.0,False,5193.13,At Risk,97.9
2025-02-10,2025-02-13,AK900,KUL,CGK,KUL-CGK,FedEx Malaysia,4787.6,5352.1,0.0,3.36,17983.06,0.0,0.0,False,17983.06,On Track,111.8
2025-02-10,2025-02-12,AK475,KUL,CGK,KUL-CGK,Kerry Logistics,656.6,455.9,200.7,2.9,1322.11,116.41,0.0,False,1322.11,Shortfall,69.4
2025-02-10,2025-02-13,AK795,KUL,CGK,KUL-CGK,Ninja Van,2222.8,2667.3,0.0,5.9,15737.07,0.0,0.0,False,15737.07,On Track,120.0
2025-02-10,2025-02-11,AK687,KUL,CGK,KUL-CGK,Shopee Logistics,4769.7,2800.7,1969.0,4.73,13247.31,1862.67,0.0,False,13247.31,Shortfall,58.7
2025-02-10,2025-02-10,AK355,KUL,CGK,KUL-CGK,SF Express,2882.6,2471.1,411.5,4.89,12083.68,402.45,0.0,False,12083.68,At Risk,85.7
2025-02-10,2025-02-13,AK820,KUL,MNL,KUL-MNL,DHL Malaysia,4610.9,4464.5,146.4,3.21,14331.05,93.99,0.0,False,14331.05,At Risk,96.8
2025-02-10,2025-02-11,AK602,KUL,MNL,KUL-MNL,FedEx Malaysia,1465.6,1351.5,114.1,6.17,8338.75,140.8,0.0,False,8338.75,At Risk,92.2
2025-02-10,2025-02-13,AK830,KUL,MNL,KUL-MNL,Pos Laju,1051.9,827.4,224.5,7.62,6304.79,342.14,0.0,False,6304.79,Shortfall,78.7
2025-02-10,2025-02-11,AK261,KUL,SGN,KUL-SGN,GDex,2975.0,2525.1,449.9,4.24,10706.42,381.52,0.0,False,10706.42,Shortfall,84.9
2025-02-10,2025-02-11,AK305,KUL,SGN,KUL-SGN,SF Express,4071.6,3281.9,789.7,5.55,18214.54,876.57,2732.18,True,20946.72,Shortfall,80.6
2025-02-10,2025-02-12,AK686,KUL,SGN,KUL-SGN,Lazada Express,1565.3,1239.1,326.2,5.46,6765.49,356.21,0.0,False,6765.49,Shortfall,79.2
2025-02-10,2025-02-13,AK887,KUL,PEN,KUL-PEN,Kerry Logistics,4998.2,5035.4,0.0,6.81,34291.07,0.0,0.0,False,34291.07,On Track,100.7
2025-02-10,2025-02-10,AK757,KUL,PEN,KUL-PEN,DHL Malaysia,4205.0,3925.6,279.4,2.94,11541.26,164.29,0.0,False,11541.26,At Risk,93.4
2025-02-10,2025-02-14,AK999,KUL,PEN,KUL-PEN,Lazada Express,2524.9,1959.5,565.4,6.58,12893.51,744.07,0.0,False,12893.51,Shortfall,77.6
2025-02-10,2025-02-14,AK543,KUL,PEN,KUL-PEN,Shopee Logistics,3379.1,3429.6,0.0,3.59,12312.26,0.0,0.0,False,12312.26,On Track,101.5
2025-02-10,2025-02-12,AK256,KUL,PEN,KUL-PEN,SF Express,4598.2,4258.4,339.8,2.83,12051.27,192.33,1807.69,True,13858.96,At Risk,92.6
2025-02-10,2025-02-14,AK454,KUL,PEN,KUL-PEN,Ninja Van,1241.0,1243.4,0.0,4.44,5520.7,0.0,0.0,False,5520.7,On Track,100.2
2025-02-10,2025-02-14,AK195,KUL,BKI,KUL-BKI,Lazada Express,1735.0,1690.7,44.3,6.25,10566.88,55.37,0.0,False,10566.88,At Risk,97.4
2025-02-10,2025-02-14,AK275,KUL,BKI,KUL-BKI,J&T Express,3384.4,2557.4,827.0,6.05,15472.27,1000.67,0.0,False,15472.27,Shortfall,75.6
2025-02-10,2025-02-10,AK677,KUL,BKI,KUL-BKI,Ninja Van,3742.8,2979.2,763.6,6.13,18262.5,936.17,0.0,False,18262.5,Shortfall,79.6
2025-02-10,2025-02-14,AK756,KUL,BKI,KUL-BKI,GDex,4213.6,4180.3,33.3,2.67,11161.4,17.78,1674.21,True,12835.61,At Risk,99.2
2025-02-10,2025-02-10,AK732,KUL,BKI,KUL-BKI,Kerry Logistics,1691.0,1642.9,48.1,3.76,6177.3,36.17,0.0,False,6177.3,At Risk,97.2
2025-02-10,2025-02-13,AK550,KUL,KCH,KUL-KCH,Kerry Logistics,1838.5,1612.1,226.4,2.94,4739.57,133.12,710.94,True,5450.51,At Risk,87.7
2025-02-10,2025-02-12,AK420,KUL,KCH,KUL-KCH,J&T Express,2679.1,2404.8,274.3,3.72,8945.86,204.08,0.0,False,8945.86,At Risk,89.8
2025-02-10,2025-02-12,AK233,KUL,KCH,KUL-KCH,SF Express,3803.9,4076.4,0.0,7.66,31225.22,0.0,0.0,False,31225.22,On Track,107.2
2025-02-10,2025-02-12,AK225,KUL,KCH,KUL-KCH,Ninja Van,2817.4,2229.3,588.1,3.14,7000.0,369.33,1050.0,True,8050.0,Shortfall,79.1
2025-02-10,2025-02-14,AK493,KUL,KCH,KUL-KCH,Lazada Express,2523.2,2427.5,95.7,3.35,8132.12,64.12,1219.82,True,9351.94,At Risk,96.2
2025-02-10,2025-02-12,AK933,KUL,KCH,KUL-KCH,Pos Laju,2381.6,2023.6,358.0,8.28,16755.41,592.85,0.0,False,16755.41,Shortfall,85.0
